rental_id,duration,bike_id,end_date,end_station_id,end_station_name,start_date,start_station_id,start_station_name,end_station_logical_terminal,start_station_logical_terminal,end_station_priority_id,start_longitude,start_latitude,end_longitude,end_latitude,trip_dist
50761056,3360,4454,2016-01-10 14:41:00 UTC,350,"Queen's Gate, Kensington Gardens",2016-01-10 13:45:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.179854184,51.50171544,1829.366014
50756881,3780,3190,2016-01-10 12:06:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-10 11:03:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50757576,2880,2253,2016-01-10 12:29:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-10 11:41:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50761903,5460,11929,2016-01-10 15:45:00 UTC,252,"Jubilee Gardens, South Bank",2016-01-10 14:14:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.116542278,51.5046364,2565.029081
50689027,4380,1287,2016-01-06 15:28:00 UTC,191,"Hyde Park Corner, Hyde Park",2016-01-06 14:15:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.153520935,51.50311799,0
50639284,1380,7495,2016-01-04 11:17:00 UTC,300,"Serpentine Car Park, Hyde Park",2016-01-04 10:54:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.17306032,51.505014,1368.741145
50686484,2760,6846,2016-01-06 11:45:00 UTC,213,"Wellington Arch, Hyde Park",2016-01-06 10:59:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.149569201,51.50274025,276.7299579
50639249,1560,8173,2016-01-04 11:17:00 UTC,300,"Serpentine Car Park, Hyde Park",2016-01-04 10:51:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.17306032,51.505014,1368.741145
50646277,300,8239,2016-01-04 17:41:00 UTC,138,"Green Street, Mayfair",2016-01-04 17:36:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.157436972,51.51227622,1053.798685
50642297,2340,10317,2016-01-04 15:22:00 UTC,303,"Albert Gate, Hyde Park",2016-01-04 14:43:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.158456089,51.50295379,342.0790639
50666332,360,10297,2016-01-05 15:48:00 UTC,303,"Albert Gate, Hyde Park",2016-01-05 15:42:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.158456089,51.50295379,342.0790639
50639950,5940,6785,2016-01-04 13:33:00 UTC,106,"Woodstock Street, Mayfair",2016-01-04 11:54:00 UTC,191,"Hyde Park Corner, Hyde Park",,,,-0.153520935,51.50311799,-0.147301667,51.51410514,1295.320194
